elektra|Wesley Lovell|Cinema Sight|R|Much like the onslaught of sword-and-sandal epics, the comic-book-adaptation boom has resulted in a decreased effectiveness of the subjects.|1.5/4|August 7, 2005|N
elektra|Mike Sage|Peterborough This Week|R|The curse of the new Bennifer has birthed a deformed fury that not even sexy red ninja lingerie could save|1.5/5|July 6, 2005|N
elektra|Jason Zingale|Bullz-Eye.com|R|Could you please create a lead villain whose best move doesn't involve flying bed sheets?|2/5|July 5, 2005|N
elektra|Forrest Hartman|Reno Gazette-Journal|R|Garner looks great in the Elektra outfit, but that didn't do much for the plotting and filmmaking, which is average to worse.|C|April 15, 2005|N
elektra|Mark Pfeiffer|Reel Times: Reflections on Cinema|R|Elektra's muddled story and formal unsightliness aren't filmmaking tragedies of Greek proportions, just Hollywood's latest casualty of concept over character.|D|April 13, 2005|N
elektra|Jorge Avila Andrade|Moviola|R|'Jennifer Garner tiene el potencial de ser una súper estrella, pero con decisiones como ésta el camino va a ser mucho más complicado de lo que debería'|1.5/4|April 4, 2005|N
elektra|John J. Puccio|Movie Metropolis|R|...a pointless, muddled mass of sentiment and clichés that elicits mainly yawns.|4/10|March 25, 2005|N
elektra|Sean Burns|Philadelphia Weekly|R|Comic book fans take it on the chin once again...|NA|March 5, 2005|N
elektra|Vince Koehler|Entertainment Spectrum|R|Jennifer Gardner provides some wonderful eye candy for the audience to enjoy and that somehow makes it all worthwhile.|2.5/4|February 7, 2005|N
elektra|Luke Y. Thompson|New Times|R|You'd think the notion of putting Jennifer Garner in tight red leather...would be a no-lose proposition, and you'd be right. But unfortunately there's other stuff in this|NA|February 3, 2005|N
elektra|Jeffrey M. Anderson|Combustible Celluloid|R|We find that the movie has more plot holes than actual plot.|2/4|February 1, 2005|N
elektra|Kevin A. Ranson|MovieCrypt.com|F|Not the best, but not the worst (and the upcoming Fantastic Four movie can only make [Elektra] look better).|2.5/4.0|January 31, 2005|N
elektra|Michael Dequina|TheMovieReport.com|R|A study in how a 'can't miss' project can go awry in just about every conceivable way.|1/4|January 29, 2005|N
elektra|John Wirt|Advocate (Baton Rouge, LA)|R|Billed as the first action event movie of the year, superhero flick Elektra isn't so eventful.|NA|January 27, 2005|N
elektra|Collin Souter|eFilmCritic.com|R|Elektra does have some action in it, which is especially awesome if you're into bed sheets flying around.|1/4|January 26, 2005|N
elektra|Paul Arendt|BBC.com|R|It's shockingly dull for a popcorn flick, and only ardent fans of the comic are likely to enjoy it.|2/5|January 25, 2005|Y
elektra|Jonathan R. Perry|Tyler Morning Telegraph (Texas)|R|When we can get the Lifetime Network on basic cable, and watch 'Alias' every Wednesday night for free, is this really necessary?|2/4|January 25, 2005|N
elektra|Benjamin Strong|Village Voice|R|Offers no surprises, and whether or not you'll appreciate its modest charms depends entirely on whether you too have been anticipating Garner's new outfit.|NA|January 25, 2005|Y
elektra|Pablo Villaça|Cinema em Cena|R|Há uma linha tênue entre uma personagem complexa e outra mal-construída - e Elektra se encaixa nesta última categoria.|1/5|January 24, 2005|N
elektra|Michael W. Phillips, Jr.|Goatdog's Movies|F|In another film, the slice-and-dice action scenes would have had me reaching for my thesaurus. But I liked this movie. Go figure.|3/5|January 24, 2005|N
elektra|Tom Meek|Boston Phoenix|R|You're left with stilted dialogue and dark, underlit sets.|1.5/4|January 24, 2005|N
elektra|Scott Andrews|FilmFocus|R|There's better superhero action in Hellboy or Spiderman, and there's more enjoyable Jennifer Garner fare in 13 Going On 30.|40/100|January 24, 2005|N
elektra|Marc Savlov|Austin Chronicle|R|Not stupid enough to qualify as good, dumb fun.|1/5|January 24, 2005|N
elektra|Matthew Turner|ViewLondon|R|Garner is an extremely likeable actress, even if she occasionally mistakes acting for pouting - she's the reason the film is never less than watchable.|2/5|January 24, 2005|N
elektra|Greg Maki|Star-Democrat (Easton, MD)|R|With so much riding on Garner, you'd think the screenwriters would have given her something to work with.|1.5/4|January 24, 2005|N
elektra|Anton Bitel|Movie Gazette|R|Hardly the Citizen Kane of superhero films - but Elektra is better than DareDevil, and a LOT better than Catwoman.|NA|January 24, 2005|N
elektra|Rich Cline|Shadows on the Wall|R|Almost bad enough to be a guilty pleasure, except that it takes itself so seriously.|2.5/5|January 24, 2005|N
elektra|Richard Roeper|Ebert & Roeper|R|They should have just called this movie Contractually Obligated Sequel staring Jennifer Garner because I can see no other reason why someone as talented and as smart as she is would want to do this film.|NA|January 24, 2005|Y
elektra|Christopher Smith|Bangor Daily News (Maine)|R|A dim bag of assorted chicken parts.|C|January 24, 2005|N
elektra|Frank Ochieng|Movie Eye|R|...pseudo-sleek and thinly-sensationalized. [Garner's] one-note performance as a destructive diva feels rather empty and generic|2/4|January 24, 2005|N
elektra|Matt Brunson|Creative Loafing|R|Talk about a house of flying daggers.|1.5/4|January 21, 2005|N
elektra|Peter Travers|Rolling Stone|R|Jennifer Garner should have used an alias instead of putting her name on this breathlessly boring spinoff of Daredevil.|1/4|January 20, 2005|Y
elektra|Steve Schneider|Orlando Weekly|R|Repetitive, brutally edited and almost suicidally somber, Marvel's first spinoff movie is nonetheless several shades more watchable than Daredevil.|2.5/5|January 20, 2005|N
elektra|Anthony Del Valle|Las Vegas Mercury|R|It's surprising how spectacularly [this] take on the Marvel character fails.|1.5/5|January 20, 2005|N
elektra|Mark Palermo|The Coast (Halifax, Nova Scotia)|R|One's likely to spend the first half of Elektra waiting for it to wakeup and the last half trying not to fall asleep.|NA|January 20, 2005|N
elektra|Ken Hanke|Mountain Xpress (Asheville, NC)|R|The more I think about it, the more I'm inclined to think that this movie would better serve as ukulele picks.|1/5|January 19, 2005|N
elektra|Kevin Carr|7M Pictures|R|While Elektra is better than Daredevil and Catwoman, it doesn't hold a candle to really good superhero movies like X-Men and Spider-Man.|2.5/5|January 19, 2005|N
elektra|Linda Cook|KWQC-TV (Iowa)|R|"""Elektra"" is a shocking mess."|.5/4|January 18, 2005|N
elektra|Susan Granger|Modamag.com|R|Elektra going gooey maternal? Gimme a break!|4/10|January 18, 2005|N
elektra|Aaron Hillis|Premiere Magazine|R|[With] dialogue as half-assed as its entry-level CGI effects, Elektra lacks thrills, narrative, emotion, believability, character development-and frankly-watchability.|1/4|January 18, 2005|N
elektra|Eric D. Snider|EricDSnider.com|R|Elektra is crap, but it's expensive, finely made crap. It's Faberge crap.|C|January 17, 2005|N
elektra|Victoria Alexander|Movie Reviews in Croatian|F|It's not Schindler's List, but it's not Catwoman either.|NA|January 17, 2005|N
elektra|Rob Vaux|Flipside Movie Emporium|R|Both Garner and Elektra will likely survive, but that doesn't make it easier to watch this opportunity go to waste.|C|January 17, 2005|N
elektra|John P. McCarthy|ReelTalk Movie Reviews|R|Static and plainly derivative.|NA|January 17, 2005|N
elektra|Mark Ramsey|MovieJuice!|R|In a world where hair extensions are licensed to kill, where Fredericks of Hollywood is the official outfitter of vigilante justice...|D|January 16, 2005|N
elektra|Jackie K. Cooper|jackiekcooper.com|R|Nothing Elektra-fying about Garner or this movie|5/10|January 16, 2005|N
elektra|Nicolas Lacroix|EnPrimeur.ca|R|On s'emmerde pratiquement de la première à la dernière minute sans être sûr pourquoi.|2/5|January 16, 2005|N
elektra|Scott Nash|Three Movie Buffs|R|Awful.|1/4|January 16, 2005|N
elektra|Sara Michelle Fetters|MovieFreak.com|R|One thing the world did not need was a sequel to Daredevil. Luckily, that's not what we got. Unfortunately, what arrived in its place isn't much better.|2/4|January 15, 2005|N
elektra|Charles Taylor|Salon.com|R|The sad thing about Elektra is that it reveals that for all the millions of dollars now spent on them, comic-book movies are being made with no more distinction than the cheapest old Saturday-afternoon serials.|NA|January 15, 2005|Y
elektra|Leah McLaren|Globe and Mail|R|That she is in fact a hired assassin on a $2-million contract killing is charmingly offset by the fact that she wears no makeup and ties her (albeit ridiculously) long brown hair back in a ponytail.|2/4|January 15, 2005|Y
elektra|Cynthia Fuchs|PopMatters|R|Despite her valiant front, Elektra can't separate personal from professional problems.|NA|January 15, 2005|N
elektra|Steve Head|IGN Movies|R|Sharp yet aimless.|2/5|January 15, 2005|N
elektra|Christian Toto|Washington Times|R|Garner's moxie can't lift Elektra above its sluggish storytelling|2/4|January 15, 2005|N
elektra|Kevin N. Laforest|Montreal Film Journal|R|A little The Replacement Killers, a little TMNT II: The Secret of the Ooze and a little Mortal Kombat. Make of that what you will.|1.5/4|January 14, 2005|N
elektra|James Verniere|Boston Herald|R|No one could give a galvanizing performance in a film as unengagingly written as this one.|1.5/4|January 14, 2005|N
elektra|Chris Kaltenbach|Baltimore Sun|F|Electric as Elektra, Jennifer Garner does a high-powered, blade-thrusting star turn as Marvel Comics' ninja-inspired superheroine, bringing such unbridled energy and sexuality to her performance, one barely notices the movie itself.|3/4|January 14, 2005|N
elektra|Joshua Tyler|CinemaBlend|R|A film for people who might like watching scene after scene of Jennifer Garner sleeping.|1.5/5|January 14, 2005|N
elektra|Jeffrey Westhoff|Northwest Herald (Crystal Lake, IL)|R|Call me squeamish, but this is my problem with Elektra, the Punisher and similar characters: Killers make lousy heroes.|2/4|January 14, 2005|N
elektra|Michael O'Sullivan|Washington Post|R|What it suffers from most is the sense of offhand storytelling that lies halfway between creative laziness and cost-cutting sloppiness.|NA|January 14, 2005|Y
elektra|Maitland McDonagh|TV Guide|R|Garner looks as terrific in Elektra's trademark scarlet bustier as Halle Berry did in Catwoman drag, but pinup appeal alone does not a compelling movie make.|2/5|January 14, 2005|N
elektra|Peter Howell|Toronto Star|R|The constant talk and tease of Elektra is sure to cause even more male frustration than Catwoman and Tomb Raider, where the femmes were similarly dolled up and then sexed down to appease the nanny censors.|1/4|January 14, 2005|Y
elektra|Chris Hewitt|St. Paul Pioneer Press|R|Feels like we're peeking in on a twisted superhero's draggy therapy sessions.|1/4|January 14, 2005|N
elektra|Erik Lundegaard|Seattle Times|R|It's opaque where it should be clear (motivations; fight scenes). It's clear where it should be opaque (what happens next).|0.5/4|January 14, 2005|Y
elektra|Bruce Newman|San Jose Mercury News|F|[Garner] is ... gloriously in gear, ready to kick some Hand.|3/4|January 14, 2005|Y
elektra|Mick LaSalle|San Francisco Chronicle|R|Another inert, soul-dead action drama that turns actors into zombies.|1/4|January 14, 2005|Y
elektra|David Elliott|San Diego Union-Tribune|R|You only have to endure this package to miss Uma Thurman, and realize how superior is Tarantino's fleet hipster wit and kinetic showmanship.|1/4|January 14, 2005|N
elektra|Rachel Leibrock|Sacramento Bee|R|Can't decide if it wants to be an action-packed, martial-arts romp or a dark and sensitive allegory about love and loss. The film attempts both approaches and succeeds at neither.|2/4|January 14, 2005|N
elektra|Timothy Knight|Reel.com|R|There's a tired, by-the-numbers feel to Elektra.|2.5/4|January 14, 2005|N
elektra|Gary Thompson|Philadelphia Daily News|R|It's really hard to believe that any of this is meant to be taken seriously, not for a split second, yet there is Garner, stalking morosely about as if she's doing Eugene O'Neill instead of a dopey fantasy actioner.|NA|January 14, 2005|N
elektra|Roger Moore|Orlando Sentinel|R|The film's multi-writer screenplay struggles vainly to hide its plagiarized themes and action beats.|2/5|January 14, 2005|Y
elektra|M.E. Russell|Oregonian|R|Like Big Trouble in Little China without the laughs.|NA|January 14, 2005|N
elektra|Stephen Whitty|Newark Star-Ledger|R|Half of it feels like pure, Saturday-morning cartoon show. Half feels like an attempt at an actual relationship drama. They should have listened to the first half.|2/4|January 14, 2005|Y
elektra|Lou Lumenick|New York Post|R|Resembles nothing so much as a dumbed-down, PG-13 version of Kill Bill, put together by a team tone-deaf to bad dialogue, atrocious acting, cheesy special effects and clumsily staged action sequences.|1/4|January 14, 2005|Y
elektra|Jami Bernard|New York Daily News|R|Elektra is stripped of the unrepentant ferocity that made her a crossover hit in the first place. Here, she quickly succumbs to her gooey, maternal side -- which means if ever there's a sequel, she'll have no edge.|2/4|January 14, 2005|Y
elektra|Peter Debruge|Miami Herald|R|Garner has no trouble looking sexy, and teen boys should enjoy Elektra's many gratuitous costume changes, but she's hopelessly unconvincing in this icy role.|1/4|January 14, 2005|Y
elektra|Bob Strauss|Los Angeles Daily News|R|An illogical, meandering mess.|1.5/4|January 14, 2005|N
elektra|Loey Lockerby|Kansas City Star|F|Gaps don't ruin the film, thanks to Garner's performance and Bowman's apparent enjoyment of his job.|NA|January 14, 2005|N
elektra|Steve Tilley|Jam! Movies|R|Better than you might expect. But given the ultimate source material (Frank Miller's moody and moving Daredevil comics from the mid-'80s), it's a squandering of character and story that would make Comic Book Guy weep.|2.5/5|January 14, 2005|N
elektra|E! Staff|E! Online|R|For an action movie, this flick often lags in the action department.|C|January 14, 2005|N
elektra|Tom Long|Detroit News|R|Hmmm, where have I seen this before? Oh, yes, I saw it Wednesday night on television. Except her hair was pink. And I had eight more bucks in my wallet.|D|January 14, 2005|Y
elektra|John Monaghan|Detroit Free Press|R|Elektra the movie is a lot like Elektra the assassin. It executes its mission with considerable precision but never feels truly alive.|2/4|January 14, 2005|Y
elektra|Roger Ebert|Chicago Sun-Times|R|Plays like a collision between leftover bits and pieces of Marvel superhero stories.|1.5/4|January 14, 2005|Y
elektra|Tim Cogshell|Boxoffice Magazine|F|The fight sequences are hot.|3/5|January 14, 2005|N
elektra|Wesley Morris|Boston Globe|R|[Garner] does all the stuff you can see her do on Wednesday nights -- namely, some of her own stunt work in outrageous costumes -- but without an ounce of zeal, charisma, or purpose.|1/4|January 14, 2005|Y
elektra|James Sanford|Kalamazoo Gazette|R|a silly spinoff that is far less concerned with telling a worthwhile story than it is with telling the world that Garner has a magnificent bod.|NA|January 14, 2005|N
elektra|Frederic and Mary Ann Brussat|Spirituality & Practice|R|Elektra is a mediocre action drama about a reluctant assassin who discovers her nurturing side.|1/5|January 14, 2005|N
elektra|Daniel M. Kimmel|Worcester Telegram & Gazette|F|No one will confuse Jennifer Garner for Meryl Streep, but she has a solid turn here as a woman who makes a big show of having withdrawn from the world but really hasn't.|3/5|January 14, 2005|N
elektra|Jon Niccum|Lawrence Journal-World|R|In terms of comic book flicks, it's way better than Catwoman and nowhere near as good as Spider-Man.|2/4|January 14, 2005|N
elektra|Walter Chaw|Film Freak Central|R|A somehow stupider version of Mortal Kombat.|0.5/4|January 14, 2005|N
elektra|Cherryl Dawson and Leigh Ann Palone|TheMovieChicks.com|R|Elektra and Mini E do battle against the forces of evil. For non-cbl's (comic book lovers) this is just another silly night at the movies.|2/5|January 14, 2005|N
elektra|Chuck O'Leary|Fantastica Daily|R|Elektra isn't the Carmen Electra story, but after a while, you'll wish it were.|1.5/4|January 14, 2005|N
elektra|Eugene Novikov|Film Blather|R|Laughable without being entertaining.|D|January 14, 2005|N
elektra|James Rocchi|Netflix|R|Comic book spin-off has a star in Jennifer Garner, but no script -- which makes it a hyper-cut bore.|1/5|January 13, 2005|N
elektra|Scott Weinberg|eFilmCritic.com|R|Giving a spec/polish script to a neophyte director and demanding a low-end vehicle for today's hot eye-candy is not the way to bring superheroes to life. Just ask Halle Berry.|1.5/5|January 13, 2005|N
elektra|Michael A. Smith|Nolan's Pop Culture Review|R|'And I must say that not since Rafael kicked butt with the rest of the Ninja Turtles has a character wielded a sai the way Garner does!'|2/4|January 13, 2005|N
elektra|Brian Orndorf|FilmJerk.com|F|Elektra succeeds because of Garner's dedication to the character, and her willingness to go along with some rather outlandish ideas for a comic book adventure.|B|January 13, 2005|N
elektra|Claudia Puig|USA Today|R|Garner, adept as she is at physical stunts and action moves, is far more appealing when she's playing charming and adorable, as she did so winningly in 13 Going on 30.|2/4|January 13, 2005|Y
elektra|William Arnold|Seattle Post-Intelligencer|R|A poorly written collection of comic-book movie cliches that offers nothing new to the genre, generates very little in the way of action thrills and plays like a self-important, humorless rip-off of Kill Bill.|C|January 13, 2005|N
elektra|Paul Doro|Milwaukee Journal Sentinel|R|Elektra's story is as thin and simple as they come, full of genre cliches and established merely to stage one elaborate action scene after another.|2/4|January 13, 2005|N
elektra|Carina Chocano|Los Angeles Times|R|Would it kill a tough girl to crack a smile or eat a Twinkie or make a pass once in a while? Does she have to be a squinty jerk with intimacy issues in order to be considered super?|NA|January 13, 2005|Y
elektra|Michelle Alexandria|Eclipse Magazine|R|Nothing says action film like a bad guy monologuing for five minutes. Has Bowman ever heard of 3 point lighting? Elektra is a failure on almost every conceivable level.|D|January 13, 2005|N
elektra|Manohla Dargis|New York Times|R|The latest Hollywood movie to give comic books a bad name, Elektra stars Jennifer Garner as a superheroine who dons fetish-wear the color of blood before laying waste to every man in sight.|NA|January 13, 2005|Y
elektra|Philip Wuntch|Dallas Morning News|R|It's listless, lame and sloppy enough to make last year's Catwoman seem agile.|D|January 13, 2005|Y
elektra|Lawrence Toppman|Charlotte Observer|R|Watching this is like sitting by a pinsetter at a bowling alley.|2/4|January 13, 2005|N
elektra|Steve Rhodes|Internet Reviews|R|Plays like a third-rate knock off of House of Flying Daggers by someone who has heard about House of Flying Daggers but has never actually seen it.|1.5/4|January 13, 2005|N
elektra|Steven Rea|Philadelphia Inquirer|R|Kill Bill without irony, and without Quentin Tarantino's flair for cool dialogue and chop-socky action (and without Uma Thurman, for that matter).|2/4|January 13, 2005|Y
elektra|Edward Douglas|ComingSoon.net|R|While Elektra doesn't reinvent the genre, it's like 'Smallville' compared to Richard Donner's Superman.|6.5/10|January 13, 2005|N
elektra|Peter Canavese|Groucho Reviews|R|Though the attempt is moody and earnest, I can't say that it's smart or memorable.|2/4|January 13, 2005|N
elektra|Michael Rechtshaffen|Hollywood Reporter|R|A ponderously inert, disjointed drag that's anything but live action.|NA|January 13, 2005|Y
elektra|Randy Cordova|Arizona Republic|R|Garner's one-note performance isn't the only thing crippling this undercooked comic-book adventure. There's a patchy script that bumps along in fits and starts, but never comes to life.|2/5|January 13, 2005|Y
elektra|James Berardinelli|ReelViews|R|Without a viable screenplay, there's nowhere for the character to go, and no way to avoid making her look silly.|2/4|January 13, 2005|Y
elektra|Todd Gilchrist|FilmStew.com|R|No matter how many times I hear about the actress' arresting good looks, I just can't get past the fact that she always comes across as slightly mannish.|NA|January 13, 2005|N
elektra|Jan Stuart|Newsday|R|The unremittingly dour screen adaptation of the Marvel Comics character.|2/4|January 13, 2005|Y
elektra|Frank Swietek|One Guy's Opinion|R|Laughably bad...a tepid, torpid comic-book movie that could accurately be described as this year's Catwoman.|D|January 13, 2005|N
elektra|Michael Wilmington|Chicago Tribune|R|Devotees of awful filmmaking can't go wrong with this one.|1/4|January 13, 2005|Y
elektra|David Foucher|EDGE Boston|R|Girlfriend should have stayed dead.|D|January 13, 2005|N
elektra|Bob Townsend|Atlanta Journal-Constitution|F|True to form, Garner creates a strapping action character with as many foibles as muscles.|B|January 13, 2005|Y
elektra|Josh Larsen|Sun Publications (Chicago, IL)|R|...a bit like ordering egg rolls at McDonald's.|2/4|January 13, 2005|N
elektra|Rebecca Murray|About.com|R|Sexy costumes, a fair amount of flesh, and a few well choreographed fight sequences can't make up for the fact Elektra lacks heart.|C|January 13, 2005|N
elektra|Willie Waffle|WaffleMovies.com|R|The movie is more like a series of fight scenes and chases occasionally interrupted by sullen glances.|.5/4|January 12, 2005|N
elektra|Nick Schager|Slant Magazine|R|Substituting titillating triumph for tragedy, this adaptation of Marvel Comics' knife-wielding knockout comes across as hopelessly blunted.|1.5/4|January 12, 2005|N
elektra|Phil Villarreal|Arizona Daily Star|R|The thing about Elektra is, she flashes back so often you wonder if she may have experimented with acid back in her days at Superhero U.|1/4|January 12, 2005|N
elektra|Kim Morgan|L.A. Weekly|R|Comic book franchise or Victoria's Secret commercial?|NA|January 12, 2005|N
elektra|Rob Blackwelder|SPLICEDWire|R|Scantily clad action heroine with a sexy-tough pout? Check. Supernatural bad-guy gang of tattooed, Goth-punk clowns? Check.... A half-hearted, prefabricated effort.|1.5/4|January 12, 2005|N
elektra|Brian Lowry|Variety|R|Alternately too talky to triumph as an action vehicle and too frenetic to be fleshed out to succeed as a drama.|NA|January 12, 2005|Y
elektra|Lisa Schwarzbaum|Entertainment Weekly|R|Elektra girds her loins with less intensity of purpose than if she were scanning the darkness for signs of copyright infringement.|D|January 12, 2005|Y
elektra|Sean O'Connell|Filmcritic.com|R|Produces levels of excitement typically attained by proofreading science textbooks.|1.5/5|January 12, 2005|N
elektra|Andrea Chase|Killer Movie Reviews|R|What might have been a solid popcorn flick about . . . good and evil, redemption and forgiveness, is reduced to one that barely skirts schlock|2/5|January 12, 2005|N
elektra|Jeanne Aufmuth|Palo Alto Weekly|R|Ho-hum actioner that's rife with cliches.|2/4|January 12, 2005|N
elektra|Urban Cinefile Critics|Urban Cinefile|R|Elektra, who has a troubled past like several of Marvel Comics' superheros, is a challenge for filmmakers. While I respect their efforts, I can't recommend the result.|NA|January 12, 2005|N
elektra|Dustin Putman|TheFilmFile.com|R|Elektra would have been far better off staying dead.|1/4|January 11, 2005|N
back_to_the_future_2|Mike Massie|Gone With The Twins|F|The story is incredibly complex, very well arranged and organized, and surprisingly cohesive despite so many jumps in time.|7/10|August 31, 2020|N
back_to_the_future_2|Rachel Wagner|rachelsreviews.net|F|The likable cast and nods to the first movie are a lot of fun.|C|April 18, 2019|N
back_to_the_future_2|Matt Brunson|Creative Loafing|F|1989's middle entry, in which the pair head forward to 2015, is the most underrated -- like fellow second child Indiana Jones and the Temple of Doom, it had to contend with doltish charges of being too cold.|3/4|October 24, 2015|N
back_to_the_future_2|Mike McGrady|Newsday|R|While the funny-bone is being gently tickled, the eye is constantly diverted. Unfortunately, and I find this true of every Zemeckis movie, neither the mind nor the heart is ever fully engaged.|2.5/4|October 22, 2015|Y
back_to_the_future_2|David Jenkins|Little White Lies|F|Imperfect, but very lovable.|3/5|October 22, 2015|Y
back_to_the_future_2|Lucero Calderón|Excelsior|F|The best entry in the trilogy. [Full review in Spanish]|NA|October 21, 2015|N
back_to_the_future_2|Jeffrey Lyles|Lyles' Movie Files|F|A time-traveling adventure that desperately missed the fun, joyous charm of the original.|6/10|October 21, 2015|N
back_to_the_future_2|Sebastian Zavala Kahn|Cinencuentro|F|It's simply a joy to be able to spend two more hours of fun with these great characters. [Full review in Spanish]|3.5/4|October 21, 2015|N
back_to_the_future_2|Gene Siskel|Chicago Tribune|R|A surprisingly oppressive, rapid-fire, noisy, gadget-filled action picture lacking the emotion of the original film.|2.5/4|June 29, 2015|Y
back_to_the_future_2|Jay Boyar|Orlando Sentinel|F|The most important point is that the new film is fun.|4/5|June 29, 2015|Y
back_to_the_future_2|Desmond Ryan|Philadelphia Inquirer|F|Fans of the original should relish going back to Back to the Future.|2.5/4|June 29, 2015|Y
back_to_the_future_2|Dave Kehr|Chicago Tribune|R|Glum, claustrophobic and often oppressive.|2/4|June 29, 2015|Y
back_to_the_future_2|Ralph Novak|People Magazine|R|This is a sequel for sequel's sake - all title, no content.|NA|June 29, 2015|N
back_to_the_future_2|John Ferguson|Radio Times|F|The effects are even better than in the first film, and the actors certainly enjoy themselves in a baffling array of roles.|3/5|June 29, 2015|N
back_to_the_future_2|Gary Thompson|Philadelphia Daily News|F|An entertaining but hollow picture.|2.5/4|June 29, 2015|N
